0,4022,4022,4028,4010
0.07594059999973979,4020,4020,4028,4010
0.07677640000474639,4020,4021,4028,4009
0.07755410000390839,4020,4020,4028,4010
0.07833119999850169,4021,4022,4027,4010
0.07924430001003202,4020,4025,4028,4010
0.08024280000245199,4021,4022,4027,4010
0.08114120000391267,4021,4020,4028,4010
0.08199170000443701,4021,4022,4022,4010
0.08283610000216868,4020,4022,4028,4010
0.08370230000582524,4020,4025,4026,4010
0.08453839999856427,4021,4020,4028,4010
0.08536510000703856,4020,4021,4027,4010
0.08613989999867044,4021,4022,4027,4009
0.08698780000850093,4020,4025,4027,4010
0.08776789999683388,4021,4020,4029,4010
0.08857230001012795,4020,4022,4028,4010
0.08937159999914002,4021,4020,4028,4010
0.09009019999939483,4021,4022,4027,4010
0.09082179999677464,4021,4022,4026,4010
0.09169800000381656,4020,4021,4028,4010
0.09250270000484306,4020,4022,4028,4010
0.09315100000821985,4021,4020,4028,4010
0.09381869999924675,4021,4022,4027,4010
0.09449650000897236,4020,4025,4028,4010
0.09527279999747407,4021,4022,4028,4010
0.09612440000637434,4021,4020,4027,4010
0.09695630001078825,4021,4022,4027,4010
0.09768459999759216,4020,4025,4028,4010
0.09836119999818038,4021,4022,4027,4010
0.09907799999928102,4020,4020,4028,4010
0.09976989999995567,4020,4022,4027,4010
0.10041820000333246,4020,4021,4027,4010
0.10120330000063404,4020,4022,4027,4010
0.10190629999851808,4021,4020,4028,4010
0.10256389999995008,4020,4022,4027,4010
0.10324650000256952,4020,4022,4027,4010
0.10395800000696909,4020,4022,4027,4010
0.10461860000214074,4021,4020,4028,4010
0.10531100000662263,4020,4022,4027,4010
0.10595789999933913,4021,4020,4028,4010
0.10657309999805875,4021,4022,4027,4010
0.10721990000456572,4020,4026,4027,4010
0.10787180000625085,4021,4022,4027,4009
0.10852740000700578,4020,4020,4029,4010
0.10919580000336282,4020,4022,4028,4010
0.10983899999700952,4020,4026,4027,4010
0.11049420000927057,4021,4022,4027,4010
0.11116510001011193,4021,4019,4027,4010
0.11182469999766909,4020,4021,4027,4010
0.11265239999920595,4020,4022,4027,4010
0.11350680000032298,4021,4022,4027,4010
0.1142009000031976,4021,4020,4028,4010
0.11483810000936501,4020,4021,4027,4010
0.15215850000095088,4020,4022,4028,4010
0.15444379999826197,4021,4022,4028,4010
0.15632999999797903,4021,4019,4028,4010
0.15903000000980683,4020,4022,4027,4010
0.16214070000569336,4020,4021,4027,4010
0.1747315999964485,4021,4022,4026,4010
0.17622750000737142,4021,4022,4027,4009
0.1778171000041766,4021,4020,4028,4010
0.1792952000105288,4020,4021,4027,4009
0.18078840000089258,4020,4022,4028,4010
0.1823490000097081,4021,4022,4027,4010
0.18365259999700356,4021,4020,4028,4009
0.18638850000570528,4020,4022,4027,4009
0.1890246999973897,4020,4020,4027,4009
0.19154460000572726,4021,4022,4027,4010
0.194682900008047,4020,4025,4027,4010
0.2022041000018362,4021,4022,4028,4010
0.20319610000296962,4020,4020,4028,4010
0.20406889999867417,4020,4021,4027,4009
0.20491480000782758,4021,4021,4027,4010
0.2057630000053905,4021,4022,4028,4010
0.2065740999969421,4020,4021,4028,4010
0.20746130000043195,4020,4021,4027,4010
0.20830410000053234,4021,4022,4027,4010
0.20916670000588056,4021,4022,4027,4010
0.21002150001004338,4020,4020,4028,4010
0.21085460000904277,4020,4022,4027,4010
0.21160160000727046,4021,4019,4027,4010
0.21247060000314377,4021,4022,4027,4009
0.21333250000316184,4020,4025,4028,4010
0.21413600000960287,4021,4022,4027,4010
0.21492630000284407,4021,4020,4028,4010
0.21565700000792276,4020,4021,4020,4010
0.21640130000014324,4020,4022,4027,4009
0.2170784000045387,4020,4025,4028,4010
0.21784460000344552,4021,4020,4028,4010
0.21855930000310764,4020,4021,4027,4010
0.2192912000027718,4021,4022,4028,4010
0.220112800001516,4020,4024,4027,4009
0.22086670000862796,4021,4020,4028,4010
0.22160650001023896,4021,4021,4027,4010
0.2222582000104012,4021,4020,4028,4010
0.22294520000286866,4021,4022,4026,4010
0.22362089999660384,4020,4022,4026,4010
0.22435210000548977,4020,4019,4028,4010
0.22501249999913853,4020,4022,4026,4009
0.2256787000078475,4021,4022,4028,4010
0.2263377000053879,4020,4025,4027,4010
0.2270009000058053,4020,4020,4027,4010
0.22767370000656229,4021,4021,4028,4010
0.22831659999792464,4020,4020,4027,4010
0.22905120000359602,4021,4022,4027,4010
0.2298397999984445,4020,4022,4028,4010
0.23061589999997523,4020,4019,4028,4010
0.23132730000361335,4020,4022,4027,4010
0.23200099999667145,4020,4020,4027,4010
0.23265099999844097,4021,4022,4028,4010
0.2333234999969136,4020,4025,4027,4010
0.2339951000030851,4021,4022,4027,4010
